accountage,monthlycharges,totalcharges,subscriptiontype,paymentmethod,paperlessbilling,contenttype,multideviceaccess,deviceregistered,viewinghoursperweek,averageviewingduration,contentdownloadspermonth,genrepreference,userrating,supportticketspermonth,gender,watchlistsize,parentalcontrol,subtitlesenabled
14,13.26596807,185.723553,Standard,Bank transfer,Yes,Both,Yes,TV,3.119441857,89.89725773,1,Sci-Fi,1.675508089,9,Male,20,Yes,Yes
54,13.87474285,749.2361137,Premium,Mailed check,Yes,TV Shows,Yes,Computer,32.06594469,107.7109254,29,Drama,4.672512722,9,Female,2,Yes,No
69,10.96065507,756.2851998,Premium,Electronic check,No,TV Shows,Yes,Mobile,26.78100518,65.96531446,13,Drama,3.076093351,5,Female,5,No,No
57,14.8344167,845.5617517,Premium,Credit card,No,Movies,No,Computer,15.41866768,130.5458266,41,Action,3.501524122,1,Female,3,No,Yes
99,11.29422997,1118.128767,Standard,Mailed check,No,TV Shows,Yes,Mobile,22.6101548,91.82899884,32,Fantasy,4.448004693,1,Female,7,Yes,Yes
30,14.39611969,431.8835908,Basic,Bank transfer,No,Movies,No,TV,19.52326834,31.37112401,8,Sci-Fi,4.4024367,8,Male,0,Yes,No
2,7.477438509,14.95487702,Standard,Credit card,No,TV Shows,Yes,Mobile,10.72706494,146.7484097,39,Drama,1.550177051,7,Female,8,Yes,Yes
97,11.70965958,1135.83698,Standard,Mailed check,No,Both,Yes,Mobile,19.59203089,81.2602033,48,Fantasy,4.068745864,3,Male,22,Yes,Yes
78,8.429036166,657.464821,Premium,Electronic check,Yes,Both,Yes,Computer,32.92184946,54.14254187,45,Fantasy,4.565676587,7,Female,7,No,No
37,11.29286937,417.8361665,Basic,Electronic check,Yes,TV Shows,No,Computer,12.39192391,71.54468468,28,Comedy,1.837654599,0,Male,18,No,Yes
96,14.60832559,1402.399257,Basic,Mailed check,Yes,TV Shows,Yes,TV,31.42706311,86.820778,15,Drama,3.250323323,2,Female,8,Yes,Yes
26,11.99742763,311.9331184,Premium,Electronic check,No,Movies,No,Computer,31.89810127,152.9972804,37,Drama,4.624800507,7,Male,22,No,No
42,11.45050987,480.9214145,Basic,Mailed check,Yes,TV Shows,No,TV,6.144220108,129.000338,6,Sci-Fi,1.717014588,2,Female,1,Yes,Yes
7,10.69378344,74.85648405,Basic,Bank transfer,No,Both,Yes,Computer,35.52207195,34.40527163,4,Drama,3.881398577,1,Male,0,No,Yes
9,11.14093018,100.2683716,Premium,Electronic check,Yes,TV Shows,No,Tablet,4.121467324,76.619851,6,Sci-Fi,2.756119432,8,Female,9,No,Yes
98,14.64544436,1435.253547,Standard,Mailed check,No,TV Shows,Yes,TV,15.10320412,7.645585015,28,Fantasy,2.071310451,3,Male,5,Yes,Yes
106,14.12548999,1497.301939,Standard,Credit card,Yes,Both,Yes,TV,25.43802234,79.19943468,37,Sci-Fi,1.466456579,6,Female,23,Yes,No
40,18.64926116,745.9704464,Standard,Bank transfer,Yes,Movies,Yes,Tablet,18.21037282,84.58902662,23,Sci-Fi,4.223920676,1,Female,5,Yes,No
119,8.411375536,1000.953689,Premium,Bank transfer,Yes,Both,No,TV,39.39241391,130.2058889,15,Comedy,1.19568156,3,Female,19,No,Yes
47,5.494407637,258.2371589,Premium,Credit card,No,Both,Yes,Computer,39.70939378,98.03215633,41,Action,2.94787362,9,Male,1,Yes,No
83,15.29476092,1269.465157,Premium,Mailed check,No,Both,Yes,Mobile,36.15232495,136.3757568,39,Sci-Fi,3.572021021,9,Female,10,No,Yes
56,11.56207729,647.4763283,Basic,Electronic check,Yes,Both,No,Tablet,1.130217185,55.53816642,48,Drama,2.905283325,2,Male,7,Yes,No
8,6.552949343,52.42359474,Premium,Electronic check,Yes,TV Shows,Yes,Tablet,31.55189687,90.60601113,40,Drama,3.965024749,8,Male,14,Yes,Yes
89,14.45836508,1286.794492,Basic,Electronic check,No,Both,Yes,Tablet,19.02883488,161.2857671,45,Sci-Fi,4.289005771,0,Female,0,No,No
75,17.08143903,1281.107927,Standard,Electronic check,Yes,Both,No,TV,27.35246873,109.5191812,27,Fantasy,3.587448705,4,Male,3,No,No
65,17.54546591,1140.455284,Standard,Electronic check,No,Both,Yes,Tablet,5.141635176,40.58974054,45,Drama,3.363911376,8,Male,8,Yes,Yes
93,5.547291069,515.8980694,Standard,Bank transfer,Yes,TV Shows,No,Tablet,28.68057413,101.1427105,0,Action,4.939889138,3,Male,7,No,No
20,17.41467069,348.2934138,Standard,Mailed check,Yes,Movies,No,Mobile,12.94950729,107.9242236,4,Sci-Fi,2.994275451,5,Female,2,No,No
97,7.717248025,748.5730584,Premium,Electronic check,No,TV Shows,No,Tablet,9.747103499,34.00703451,15,Fantasy,4.131618201,2,Female,0,No,No
70,18.89178655,1322.425059,Basic,Bank transfer,Yes,Both,Yes,Tablet,29.71810588,165.1315164,2,Action,1.749052248,9,Male,3,No,No
50,5.350942138,267.5471069,Premium,Electronic check,No,Both,Yes,Computer,2.113315281,18.20838068,18,Drama,3.655784214,5,Male,12,Yes,No
9,5.882679883,52.94411895,Standard,Credit card,No,Movies,Yes,TV,27.13878107,179.6820114,14,Sci-Fi,4.358844082,3,Female,6,No,Yes
30,17.08862749,512.6588246,Basic,Credit card,Yes,Movies,No,TV,37.41508238,127.7973722,34,Sci-Fi,2.502253055,8,Female,24,Yes,Yes
70,8.678152466,607.4706726,Standard,Credit card,No,Both,Yes,TV,38.60827529,153.2689113,31,Fantasy,2.681473741,5,Female,16,Yes,No
117,6.037739106,706.4154754,Premium,Bank transfer,Yes,Movies,No,Tablet,22.92885331,55.51269654,10,Fantasy,3.829368248,2,Male,24,No,No
89,13.87936016,1235.263054,Premium,Mailed check,Yes,Movies,Yes,Tablet,12.21475536,68.14513289,41,Action,3.2125049,8,Male,2,No,No
97,14.1488299,1372.4365,Premium,Bank transfer,No,Movies,No,TV,18.71487733,62.25688939,31,Drama,1.719957354,1,Female,4,No,No
87,9.93637482,864.4646094,Basic,Bank transfer,Yes,TV Shows,No,Tablet,21.9765622,107.3936419,24,Comedy,1.084969636,7,Female,18,No,Yes
72,11.12076712,800.6952327,Basic,Electronic check,Yes,TV Shows,No,Tablet,11.06559641,132.7020513,28,Action,1.766015521,2,Female,10,Yes,Yes
58,10.85467974,629.5714251,Premium,Bank transfer,No,TV Shows,Yes,Computer,31.13472873,23.8948383,38,Drama,4.997567218,5,Female,13,Yes,Yes
43,12.10615948,520.5648575,Basic,Mailed check,No,Movies,No,TV,1.620784669,7.809959803,4,Action,4.500649317,6,Female,3,Yes,Yes
16,9.415865968,150.6538555,Basic,Mailed check,Yes,Movies,Yes,Tablet,6.400901053,153.6453951,3,Action,3.29133324,5,Female,24,Yes,Yes
38,7.721776076,293.4274909,Premium,Electronic check,No,TV Shows,Yes,TV,35.27466115,104.5470025,31,Action,3.365858305,0,Male,1,Yes,No
62,14.76317019,915.316552,Standard,Credit card,Yes,Both,Yes,TV,28.36893884,59.91694473,20,Fantasy,2.223358094,5,Female,18,No,No
79,13.75143312,1086.363217,Premium,Credit card,No,Movies,Yes,Tablet,11.76697258,44.97735469,6,Drama,1.803792956,7,Male,19,Yes,No
61,10.71105596,653.3744137,Standard,Credit card,Yes,TV Shows,Yes,Computer,36.8404059,90.23985904,27,Comedy,2.336350518,4,Male,16,Yes,Yes
77,17.04590143,1312.53441,Premium,Credit card,No,Movies,No,Mobile,27.29871665,7.88154531,9,Drama,1.036909891,6,Female,0,Yes,Yes
78,17.77728486,1386.628219,Premium,Electronic check,No,Both,No,Computer,6.95295181,119.649806,22,Fantasy,4.388609014,2,Female,18,Yes,No
71,9.495944675,674.2120719,Premium,Credit card,Yes,Movies,Yes,Mobile,31.43609263,114.8930837,19,Fantasy,1.002247799,4,Female,1,No,Yes
84,5.529791386,464.5024764,Standard,Credit card,No,Movies,No,TV,8.553659413,75.04786378,49,Action,3.327950307,1,Female,21,Yes,Yes
92,7.438807579,684.3702973,Premium,Mailed check,No,TV Shows,No,Mobile,1.204592671,137.5181902,40,Sci-Fi,3.408973979,5,Female,12,No,No
65,14.50339109,942.7204208,Basic,Credit card,Yes,Movies,No,Mobile,17.90982243,12.97585532,29,Action,2.933803453,6,Male,12,No,No
82,10.12633026,830.3590811,Standard,Electronic check,Yes,Movies,No,Computer,35.27756176,85.23770151,24,Sci-Fi,4.294139072,5,Male,20,Yes,No
36,5.648048384,203.3297418,Basic,Mailed check,Yes,TV Shows,No,TV,1.500369308,154.6784325,26,Fantasy,4.025539016,0,Male,23,No,No
37,12.95029382,479.1608713,Basic,Bank transfer,No,TV Shows,No,TV,12.89326559,136.6402853,33,Fantasy,3.046162932,6,Female,3,Yes,Yes
44,15.84039075,696.977193,Basic,Electronic check,No,TV Shows,No,Tablet,32.02858745,107.8564173,21,Drama,2.232571915,4,Male,4,No,Yes
52,19.46940937,1012.409287,Premium,Bank transfer,Yes,TV Shows,Yes,Computer,25.74255241,123.278036,9,Action,1.80197386,6,Female,14,No,No
54,17.24407333,931.1799597,Premium,Electronic check,No,Movies,Yes,TV,9.111249395,27.94648852,12,Sci-Fi,1.890765333,0,Female,2,No,No
28,14.24784642,398.9396998,Standard,Credit card,No,TV Shows,Yes,TV,8.076558005,148.9000076,49,Fantasy,1.856986673,8,Female,23,No,No
70,17.64616658,1235.231661,Basic,Electronic check,Yes,Movies,Yes,Mobile,23.51121019,85.75071911,2,Comedy,3.931341976,8,Male,14,No,No
7,13.4563099,94.19416931,Basic,Electronic check,Yes,Both,Yes,Tablet,39.95282284,50.84441974,4,Action,3.943311216,9,Female,20,Yes,Yes
46,12.97996152,597.0782297,Basic,Electronic check,Yes,Movies,Yes,Tablet,13.86455048,71.55647528,25,Action,4.810882888,6,Female,1,No,No
90,5.634425482,507.0982934,Basic,Electronic check,No,Movies,No,Tablet,39.02766647,93.70414412,41,Fantasy,3.565285816,4,Male,12,No,Yes
115,14.20528387,1633.607645,Standard,Electronic check,Yes,TV Shows,No,TV,8.027063706,158.7155609,24,Action,4.071754514,2,Male,18,Yes,No
99,12.53479963,1240.945163,Premium,Electronic check,Yes,Movies,Yes,Tablet,27.81103606,170.5805358,18,Action,4.82715699,2,Female,15,No,Yes
45,17.83737575,802.6819089,Premium,Mailed check,No,Movies,No,TV,36.10882641,54.93826016,19,Drama,1.85143676,5,Male,7,Yes,Yes
75,16.72671125,1254.503344,Premium,Electronic check,Yes,Both,No,Mobile,11.67887316,133.1332488,11,Drama,1.615325808,3,Female,13,Yes,Yes
41,8.446644652,346.3124308,Standard,Electronic check,No,Both,No,Computer,25.24470468,10.26306365,20,Comedy,1.896058573,3,Female,16,No,No
43,10.93928165,470.389111,Basic,Mailed check,Yes,TV Shows,No,TV,1.87334375,69.33783014,1,Drama,3.636483987,7,Male,14,Yes,Yes
14,14.01900374,196.2660524,Basic,Electronic check,No,Both,Yes,Tablet,20.84534113,86.13416625,33,Comedy,2.038923937,8,Male,18,Yes,Yes
81,5.433766098,440.135054,Standard,Credit card,Yes,Both,No,TV,30.96401512,113.9116595,41,Comedy,3.373631185,6,Female,13,No,Yes
94,10.43226171,980.6326007,Basic,Bank transfer,No,TV Shows,No,TV,13.34936472,167.0280308,34,Sci-Fi,1.401462008,9,Female,0,No,Yes
6,15.8416706,95.05002363,Premium,Bank transfer,Yes,Both,Yes,Mobile,33.15077573,58.363089,21,Action,3.786545964,2,Female,0,No,Yes
16,10.94263455,175.0821529,Basic,Electronic check,Yes,TV Shows,No,TV,2.945185272,58.23523871,33,Comedy,2.363640839,2,Male,24,No,Yes
35,15.77086626,551.9803191,Basic,Bank transfer,Yes,Both,Yes,Mobile,36.76830993,18.35353346,12,Sci-Fi,2.922060083,7,Female,21,Yes,Yes
110,19.2095837,2113.054207,Basic,Credit card,No,Movies,No,Mobile,10.70321998,27.53184203,8,Fantasy,1.514189996,2,Female,20,Yes,Yes
1,17.18507885,17.18507885,Standard,Credit card,No,Both,Yes,Tablet,9.963855975,114.6221184,27,Sci-Fi,3.838825896,7,Female,9,No,Yes
51,12.23073522,623.7674965,Premium,Mailed check,Yes,TV Shows,No,TV,31.91996893,60.46826323,2,Comedy,2.585726687,1,Female,17,No,No
4,8.585262686,34.34105075,Premium,Electronic check,Yes,Both,Yes,Computer,27.12936769,157.1985693,9,Sci-Fi,3.476220476,3,Male,18,Yes,No
42,7.893732523,331.536766,Premium,Credit card,No,Movies,Yes,TV,38.21663093,112.4591416,31,Action,3.29852695,4,Female,10,Yes,Yes
103,19.31443264,1989.386562,Basic,Credit card,Yes,Movies,No,Mobile,21.07121304,126.4291499,11,Action,3.396092056,9,Female,3,Yes,Yes
63,14.74803558,929.1262415,Standard,Bank transfer,No,TV Shows,No,Computer,19.86166175,31.77257905,15,Sci-Fi,1.121365181,2,Female,19,Yes,No
15,12.90650345,193.5975517,Premium,Mailed check,No,Movies,No,TV,13.02620041,98.88774527,14,Fantasy,3.561820317,0,Male,19,No,Yes
52,5.541771606,288.1721235,Premium,Mailed check,No,TV Shows,Yes,Tablet,26.57551475,129.1622066,7,Comedy,1.076081257,3,Male,24,Yes,No
87,10.25859044,892.4973681,Standard,Credit card,Yes,Movies,Yes,TV,3.339308716,41.78018776,19,Action,4.944549306,2,Male,22,No,No
79,19.19802704,1516.644136,Basic,Electronic check,No,TV Shows,No,TV,26.7715144,158.3094338,31,Drama,1.717821714,9,Male,17,Yes,No
38,7.85776732,298.5951582,Premium,Mailed check,No,Both,Yes,Mobile,12.98453117,113.0463066,0,Sci-Fi,3.19354204,6,Female,19,No,No
100,19.31268833,1931.268833,Standard,Mailed check,Yes,TV Shows,No,Tablet,39.97753499,132.7447166,10,Comedy,4.330401224,3,Male,21,Yes,No
46,19.42799922,893.6879639,Basic,Electronic check,Yes,TV Shows,No,Mobile,26.55898367,30.86943269,15,Drama,4.844746837,1,Male,5,No,No
101,19.69975249,1989.675001,Standard,Electronic check,No,TV Shows,Yes,Computer,7.591111444,30.26024815,20,Comedy,4.544964226,0,Male,21,Yes,Yes
44,9.137948471,402.0697327,Standard,Bank transfer,No,Movies,No,Computer,23.54761022,162.2155827,33,Action,4.565370921,3,Female,4,Yes,No
25,16.43613062,410.9032655,Basic,Mailed check,No,Both,No,Tablet,11.65168867,67.30171398,26,Sci-Fi,3.313651471,2,Female,23,Yes,Yes
102,15.73311366,1604.777593,Standard,Bank transfer,No,Movies,Yes,TV,9.602971088,44.07820923,20,Action,3.866326904,3,Female,17,No,Yes
17,11.49386963,195.3957837,Standard,Electronic check,No,Both,Yes,TV,24.68295505,120.0297534,25,Comedy,4.595878745,7,Female,8,No,No
94,9.374667182,881.2187151,Basic,Mailed check,Yes,TV Shows,Yes,Mobile,32.96006476,128.7782219,8,Fantasy,2.105664797,7,Female,17,No,Yes
10,5.728197632,57.28197632,Standard,Bank transfer,Yes,Movies,Yes,Computer,16.49810266,14.89364324,24,Sci-Fi,1.649662828,5,Female,24,Yes,Yes
114,7.498138048,854.7877374,Basic,Mailed check,No,Both,Yes,Tablet,20.72199417,87.4639565,5,Fantasy,4.263727765,4,Male,0,No,Yes
66,8.690440606,573.56908,Basic,Mailed check,Yes,TV Shows,Yes,Tablet,1.000325918,66.08026135,48,Sci-Fi,1.55584064,4,Female,21,Yes,Yes
31,17.58245427,545.0560822,Standard,Mailed check,No,Both,No,TV,30.54176407,20.68849987,24,Drama,2.385867383,9,Male,0,No,No
103,19.41969352,2000.228433,Standard,Credit card,Yes,Both,No,Computer,38.45012872,67.04954672,23,Drama,1.107619861,4,Female,16,Yes,No
76,8.111515462,616.4751751,Premium,Credit card,No,TV Shows,Yes,Mobile,24.80651095,18.62363777,47,Fantasy,2.267381876,5,Female,6,No,No
32,14.50283739,464.0907966,Premium,Bank transfer,No,TV Shows,Yes,Computer,8.2506997,12.36728281,10,Action,3.984236175,9,Female,19,No,Yes
67,13.57565838,909.5691116,Premium,Mailed check,No,Both,Yes,TV,11.86277088,153.853818,4,Comedy,1.895001143,2,Female,2,Yes,Yes
28,9.248267604,258.9514929,Standard,Electronic check,Yes,TV Shows,No,TV,5.344805008,116.3993406,43,Comedy,1.639236509,9,Female,8,No,No
89,18.0688244,1608.125372,Standard,Bank transfer,Yes,Both,No,Computer,37.97172042,179.8726873,32,Action,3.832865435,3,Female,4,No,Yes
93,15.96957242,1485.170235,Premium,Electronic check,No,Both,No,Tablet,35.14749554,170.3326822,44,Drama,4.5741934,1,Male,20,No,No
33,14.53797716,479.7532463,Premium,Bank transfer,No,Both,No,Computer,12.44514421,34.14804292,0,Sci-Fi,1.049812141,4,Female,16,No,No
75,14.92629648,1119.472236,Standard,Credit card,Yes,Both,Yes,Tablet,35.96428836,151.6931836,41,Comedy,4.13462384,8,Male,16,No,No
76,15.41754598,1171.733495,Standard,Credit card,Yes,Both,Yes,Mobile,14.50884805,66.2639128,23,Comedy,2.341014916,8,Female,12,Yes,No
4,5.339088955,21.35635582,Premium,Credit card,No,Movies,Yes,TV,3.756961432,75.69234803,34,Sci-Fi,1.501262438,1,Male,4,Yes,No
55,8.693947673,478.167122,Basic,Bank transfer,No,Movies,No,Tablet,22.29741416,45.67346825,45,Action,1.245208541,7,Male,10,No,Yes
64,6.503983623,416.2549519,Basic,Mailed check,No,TV Shows,Yes,TV,13.46156679,24.19811644,23,Sci-Fi,1.561685517,8,Female,16,Yes,No
119,5.024886369,597.961478,Premium,Credit card,Yes,TV Shows,Yes,Computer,11.61938687,77.15937781,22,Drama,2.223611862,1,Female,4,Yes,No
12,13.39615869,160.7539043,Basic,Mailed check,No,TV Shows,No,TV,10.26075542,136.7196089,39,Drama,1.726167853,1,Female,7,No,No
64,17.33802718,1109.633739,Basic,Mailed check,Yes,Both,Yes,TV,3.034103259,60.8988871,20,Sci-Fi,3.415979443,6,Female,4,No,Yes
51,10.41412441,531.1203447,Standard,Electronic check,No,Movies,Yes,Mobile,18.59210999,17.15183875,4,Fantasy,2.359998187,7,Female,18,Yes,No
119,10.3576761,1232.563456,Basic,Electronic check,No,Both,No,Tablet,13.0759812,144.3214461,43,Drama,4.160140716,8,Female,18,Yes,Yes
22,14.10682969,310.3502532,Basic,Electronic check,No,Both,Yes,Computer,28.56299868,30.98491327,32,Sci-Fi,3.133816078,2,Male,21,Yes,Yes
23,6.658610618,153.1480442,Standard,Mailed check,Yes,Movies,Yes,Mobile,34.9256257,54.7512191,47,Fantasy,4.530929967,1,Male,3,No,Yes
50,11.1479529,557.3976449,Standard,Bank transfer,No,TV Shows,Yes,TV,37.60328218,15.63576376,37,Drama,1.103376111,8,Female,13,No,No
116,14.98995906,1738.835251,Standard,Mailed check,Yes,Both,No,TV,9.898411714,52.96090419,49,Fantasy,2.785358788,5,Male,12,No,No
112,5.01805573,562.0222417,Standard,Bank transfer,Yes,Both,Yes,Mobile,10.71407274,47.55151647,23,Comedy,3.090354906,4,Male,8,No,No
113,18.06215783,2041.023834,Standard,Electronic check,No,Both,No,Computer,13.85702234,47.79881434,0,Action,4.036842029,4,Male,6,No,Yes
85,13.47318677,1145.220875,Basic,Credit card,No,TV Shows,No,Computer,10.99110363,62.84518635,18,Sci-Fi,1.713042108,8,Female,13,Yes,No
4,14.80091888,59.20367552,Premium,Bank transfer,Yes,TV Shows,No,Mobile,35.43376558,68.17714937,44,Sci-Fi,4.346856445,8,Male,2,No,Yes
6,18.41699591,110.5019755,Premium,Mailed check,No,Both,Yes,Mobile,22.36834532,23.28677861,42,Sci-Fi,1.931217736,1,Female,13,No,No
13,19.04339761,247.5641689,Premium,Credit card,Yes,Both,No,Tablet,26.94148353,149.9534596,29,Comedy,1.877620298,3,Male,9,No,No
25,15.83941108,395.9852771,Standard,Electronic check,Yes,TV Shows,No,Mobile,5.040419882,165.5558322,42,Drama,2.352301258,8,Male,4,No,No
53,14.3946118,762.9144252,Basic,Electronic check,No,Movies,No,Tablet,16.85174628,48.81174591,10,Comedy,4.926971586,1,Female,7,No,Yes
16,5.919302225,94.70883559,Standard,Bank transfer,No,TV Shows,No,Tablet,35.40912391,68.28805161,3,Fantasy,1.029064053,3,Female,2,Yes,No
115,7.636269323,878.1709722,Basic,Credit card,No,TV Shows,Yes,Mobile,33.80876892,91.16943338,22,Comedy,1.520196203,8,Male,7,No,Yes
19,6.524755132,123.9703475,Basic,Mailed check,No,TV Shows,No,TV,16.77096462,86.37246021,45,Sci-Fi,4.715564877,8,Male,12,No,Yes
115,9.997392089,1149.70009,Basic,Mailed check,Yes,Both,Yes,Computer,26.13452786,118.7754102,6,Action,1.702227781,4,Female,12,Yes,Yes
92,14.89588961,1370.421844,Basic,Mailed check,Yes,Movies,Yes,TV,39.91051396,66.29453603,24,Comedy,4.771849484,6,Male,15,Yes,No
2,13.44576944,26.89153889,Standard,Mailed check,Yes,TV Shows,Yes,Mobile,32.41873114,163.3115565,15,Drama,1.506614356,5,Male,12,Yes,Yes
44,15.02155837,660.9485681,Premium,Electronic check,No,TV Shows,No,Tablet,21.21095853,139.6604365,33,Sci-Fi,2.278385469,4,Male,8,No,No
21,6.623508109,139.0936703,Premium,Electronic check,No,TV Shows,No,TV,2.253155079,19.94403453,26,Action,2.55919272,7,Female,23,Yes,No
118,8.994042617,1061.297029,Premium,Electronic check,Yes,TV Shows,No,TV,20.75478353,111.8255745,34,Action,4.089848986,2,Male,18,Yes,Yes
26,14.04902527,365.274657,Premium,Electronic check,No,Movies,No,Tablet,28.70103598,21.21957486,6,Sci-Fi,3.71511125,1,Male,9,No,No
49,19.77114104,968.7859111,Basic,Mailed check,Yes,Movies,Yes,Mobile,10.26111648,94.57912302,29,Sci-Fi,1.6064343,8,Male,6,Yes,Yes
37,5.560919291,205.7540138,Premium,Mailed check,Yes,Movies,No,Mobile,12.33482478,77.06128161,29,Sci-Fi,3.754807858,6,Female,11,Yes,No
87,16.97534883,1476.855348,Standard,Electronic check,Yes,Movies,Yes,Computer,6.098377975,143.5068476,5,Comedy,4.065281029,6,Female,8,Yes,No
9,6.707139261,60.36425335,Basic,Electronic check,No,Both,No,Mobile,20.84941661,105.6110676,9,Drama,4.183771956,1,Female,8,Yes,No
40,11.46937467,458.774987,Standard,Electronic check,No,TV Shows,Yes,Tablet,29.45020672,72.59843954,49,Fantasy,3.30941921,7,Male,24,Yes,Yes
31,15.44808047,478.8904946,Basic,Bank transfer,Yes,TV Shows,Yes,Mobile,32.65474919,38.70219011,31,Drama,2.473283356,7,Male,17,Yes,Yes
69,14.03887167,968.6821452,Standard,Credit card,No,Movies,Yes,Tablet,17.32517254,38.09264507,14,Action,4.271041615,8,Female,20,No,No
104,16.54974455,1721.173433,Standard,Electronic check,Yes,Movies,Yes,Tablet,3.199247024,126.0814776,47,Sci-Fi,1.515734777,7,Female,3,No,No
69,7.762106922,535.5853776,Basic,Bank transfer,No,TV Shows,No,Mobile,18.82472575,74.04465903,18,Fantasy,3.711873493,9,Female,21,No,Yes
51,17.19609864,877.0010308,Basic,Mailed check,Yes,Both,Yes,Mobile,31.95329904,51.6811671,4,Comedy,1.293881971,7,Male,15,Yes,Yes
118,10.45366696,1233.532702,Standard,Credit card,No,TV Shows,Yes,Mobile,38.40218238,65.71288437,34,Fantasy,2.464360938,5,Female,3,No,Yes
97,10.40688187,1009.467541,Basic,Credit card,No,Movies,No,Tablet,35.73685185,161.0993872,3,Action,4.479500062,5,Female,23,Yes,Yes
96,12.84721592,1233.332728,Basic,Mailed check,Yes,Movies,Yes,Computer,7.573874696,77.44108673,11,Drama,4.067324395,0,Female,6,Yes,No
11,7.77982739,85.57810129,Basic,Bank transfer,No,Movies,No,Tablet,24.55130078,54.51169231,33,Action,1.115786249,8,Male,12,No,No
85,10.37846745,882.1697329,Basic,Credit card,Yes,TV Shows,No,Computer,31.24116674,77.25617753,12,Action,2.435378572,0,Female,3,Yes,Yes
24,19.4205868,466.0940832,Premium,Mailed check,Yes,TV Shows,No,TV,19.36859461,171.0570197,23,Action,1.006636931,2,Male,6,Yes,No
82,18.94088454,1553.152532,Standard,Bank transfer,No,Both,Yes,Tablet,1.745089554,100.3765331,4,Action,2.335021558,6,Male,10,Yes,No
114,5.250128919,598.5146968,Basic,Bank transfer,Yes,TV Shows,Yes,Mobile,13.23182578,29.64300103,25,Action,1.601678558,8,Female,12,Yes,No
14,12.94808972,181.2732561,Premium,Mailed check,No,TV Shows,No,Tablet,10.73555682,171.4336246,1,Drama,3.216059298,1,Male,0,Yes,Yes
67,16.85686278,1129.409807,Premium,Bank transfer,Yes,Movies,Yes,Computer,29.99222211,69.38621149,42,Fantasy,3.139898727,7,Female,7,Yes,Yes
